experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
989676b5-1c3d-4093-88b4-17ee0a8db970,2024-02-21-22-13-00,2024-02-21-22-13-00,False,2024-02-21 22:13:00.016347,2024-02-21 22:14:16.205523,0 days 00:01:16.189176,Pipeline has been completed.,experiment.csv,0.6522812381877459,True,2024-02-21 22:14:16.205523
e3e45fbd-bc0e-4ab3-97fd-37d6d67701dd,2024-02-21-22-14-38,2024-02-21-22-14-38,False,2024-02-21 22:14:38.674252,2024-02-21 22:15:53.685694,0 days 00:01:15.011442,Pipeline has been completed.,experiment.csv,0.6522812381877459,True,2024-02-21 22:15:53.685694
201cb65e-0f0e-493b-99bc-c0d6c643e542,2024-02-21-23-56-22,2024-02-21-23-56-22,False,2024-02-21 23:56:22.349762,2024-02-21 23:57:40.292759,0 days 00:01:17.942997,Pipeline has been completed.,experiment.csv,0.6522812381877459,True,2024-02-21 23:57:40.292759
e772d783-0b70-46ae-b57d-5567217d85b7,2024-02-22-00-55-44,2024-02-22-00-55-44,False,2024-02-22 00:55:44.632658,2024-02-22 00:57:07.812725,0 days 00:01:23.180067,Pipeline has been completed.,experiment.csv,0.6522812381877459,True,2024-02-22 00:57:07.812725
507a8e44-2724-4496-9bae-b0ccd4ed1d95,2024-02-22-02-28-52,2024-02-22-02-28-52,False,2024-02-22 02:28:52.945581,2024-02-22 02:30:33.177054,0 days 00:01:40.231473,Pipeline has been completed.,experiment.csv,0.6522812381877459,True,2024-02-22 02:30:33.177054
